,simulation,time,R_c
34,gaff/SM25/SM25/FEP/octanol/VDW/0500/,105000.0,0.024809523809523813
35,gaff/SM25/SM25/FEP/octanol/VDW/0600/,155000.0,0.03503870967741935
36,gaff/SM25/SM25/FEP/octanol/VDW/0650/,104999.8,0.020323809523809525
37,gaff/SM25/SM25/FEP/octanol/VDW/0700/,105000.0,0.02183809523809524
38,gaff/SM25/SM25/FEP/octanol/VDW/0750/,104999.8,0.04314285714285714
39,gaff/SM25/SM25/FEP/octanol/VDW/0800/,370700,0.9611650485436892
40,gaff/SM25/SM25/FEP/octanol/VDW/0850/,355000.0,0.07541408450704225
41,gaff/SM25/SM25/FEP/octanol/VDW/0900/,154999.8,0.047703225806451616
42,gaff/SM25/SM25/FEP/octanol/VDW/0950/,104999.8,0.022771428571428574
43,gaff/SM25/SM25/FEP/octanol/VDW/1000/,105000.0,0.021
44,gaff/SM26/SM26/FEP/water/Coulomb/0000/,96729.7,0.18744960198490643
45,gaff/SM26/SM26/FEP/water/Coulomb/0250/,50000.1,0.01925961480770385
46,gaff/SM26/SM26/FEP/water/Coulomb/0500/,50000.1,0.00043999120017599653
47,gaff/SM26/SM26/FEP/water/Coulomb/0750/,50000.1,0.0001399972000559989
48,gaff/SM26/SM26/FEP/water/Coulomb/1000/,50000.1,0.00011999760004799904
49,gaff/SM26/SM26/FEP/water/VDW/0000/,50000.1,0.00015999680006399873
50,gaff/SM26/SM26/FEP/water/VDW/0050/,50000.1,0.00031999360012799745
51,gaff/SM26/SM26/FEP/water/VDW/0100/,50000.1,0.0020599588008239837
52,gaff/SM26/SM26/FEP/water/VDW/0200/,50000.1,0.00045999080018399634
53,gaff/SM26/SM26/FEP/water/VDW/0300/,50000.1,0.0007399852002959941
54,gaff/SM26/SM26/FEP/water/VDW/0400/,50000.1,0.0007799844003119938
55,gaff/SM26/SM26/FEP/water/VDW/0500/,50000.1,0.008139837203255935
56,gaff/SM26/SM26/FEP/water/VDW/0600/,50000.1,0.010459790804183916
57,gaff/SM26/SM26/FEP/water/VDW/0650/,100000.1,0.06344936550634495
58,gaff/SM26/SM26/FEP/water/VDW/0700/,100000.1,0.10035899641003591
59,gaff/SM26/SM26/FEP/water/VDW/0750/,99614.9,0.05328514781910355
60,gaff/SM26/SM26/FEP/water/VDW/0800/,97784.5,0.03994477680625863
61,gaff/SM26/SM26/FEP/water/VDW/0850/,50000.1,0.024539509209815805
62,gaff/SM26/SM26/FEP/water/VDW/0900/,50000.1,0.0127197456050879
63,gaff/SM26/SM26/FEP/water/VDW/0950/,50000.1,0.0028599428011439774
64,gaff/SM26/SM26/FEP/water/VDW/1000/,50000.1,0.0010799784004319913
65,gaff/SM26/SM26/FEP/octanol/Coulomb/0000/,304999.8,0.15695409836065574
66,gaff/SM26/SM26/FEP/octanol/Coulomb/0125/,354999.8,0.1419605633802817
67,gaff/SM26/SM26/FEP/octanol/Coulomb/0250/,304999.8,0.13336065573770492
68,gaff/SM26/SM26/FEP/octanol/Coulomb/0375/,354999.8,0.1271661971830986
69,gaff/SM26/SM26/FEP/octanol/Coulomb/0500/,104999.8,0.03613333333333334
70,gaff/SM26/SM26/FEP/octanol/Coulomb/0750/,104999.8,0.00822857142857143
71,gaff/SM26/SM26/FEP/octanol/Coulomb/1000/,104999.8,0.002180952380952381
72,gaff/SM26/SM26/FEP/octanol/VDW/0000/,104999.8,0.017152380952380954
73,gaff/SM26/SM26/FEP/octanol/VDW/0050/,154999.8,0.03493548387096774
74,gaff/SM26/SM26/FEP/octanol/VDW/0100/,155000.0,0.017780645161290323
75,gaff/SM26/SM26/FEP/octanol/VDW/0200/,104999.8,0.015076190476190477
76,gaff/SM26/SM26/FEP/octanol/VDW/0300/,204999.8,0.043897560975609755
77,gaff/SM26/SM26/FEP/octanol/VDW/0400/,104999.8,0.04297142857142857
78,gaff/SM26/SM26/FEP/octanol/VDW/0500/,105000.0,0.016552380952380954
79,gaff/SM26/SM26/FEP/octanol/VDW/0600/,104999.8,0.0156952380952381
80,gaff/SM26/SM26/FEP/octanol/VDW/0650/,104999.8,0.010876190476190479
81,gaff/SM26/SM26/FEP/octanol/VDW/0700/,154999.8,0.04565161290322581
82,gaff/SM26/SM26/FEP/octanol/VDW/0750/,105000.0,0.048285714285714286
83,gaff/SM26/SM26/FEP/octanol/VDW/0800/,254999.8,0.02080392156862745
84,gaff/SM26/SM26/FEP/octanol/VDW/0850/,355000.0,0.07509295774647887
85,gaff/SM26/SM26/FEP/octanol/VDW/0900/,104999.8,0.04203809523809524
86,gaff/SM26/SM26/FEP/octanol/VDW/0950/,105000.0,0.046361904761904764
87,gaff/SM26/SM26/FEP/octanol/VDW/1000/,104999.8,0.004247619047619048
88,gaff/SM27/SM27/FEP/water/Coulomb/0000/,94460.1,0.078265104117043
89,gaff/SM27/SM27/FEP/water/Coulomb/0250/,91820.5,0.25393973056272534
90,gaff/SM27/SM27/FEP/water/Coulomb/0500/,50000.1,0.008219835603287933
91,gaff/SM27/SM27/FEP/water/Coulomb/0750/,50000.1,0.000499990000199996
92,gaff/SM27/SM27/FEP/water/Coulomb/1000/,50000.1,0.00015999680006399873
93,gaff/SM27/SM27/FEP/water/VDW/0000/,50000.1,0.022619547609047823
94,gaff/SM27/SM27/FEP/water/VDW/0050/,50000.1,0.00041999160016799666
95,gaff/SM27/SM27/FEP/water/VDW/0100/,50000.1,0.003259934801303974
96,gaff/SM27/SM27/FEP/water/VDW/0200/,50000.1,0.0006399872002559949
97,gaff/SM27/SM27/FEP/water/VDW/0300/,50000.1,0.0019399612007759846
98,gaff/SM27/SM27/FEP/water/VDW/0400/,50000.1,0.0010999780004399913
99,gaff/SM27/SM27/FEP/water/VDW/0500/,50000.1,0.001119977600447991
100,gaff/SM27/SM27/FEP/water/VDW/0600/,50000.1,0.0379192416151677
101,gaff/SM27/SM27/FEP/water/VDW/0650/,50000.1,0.027059458810823785
102,gaff/SM27/SM27/FEP/water/VDW/0700/,95783.7,0.0510314875135722
103,gaff/SM27/SM27/FEP/water/VDW/0750/,50331.7,0.19556147182706826
104,gaff/SM27/SM27/FEP/water/VDW/0800/,50000.1,0.014139717205655888
105,gaff/SM27/SM27/FEP/water/VDW/0850/,50000.1,0.014639707205855883
106,gaff/SM27/SM27/FEP/water/VDW/0900/,50000.1,0.00747985040299194
107,gaff/SM27/SM27/FEP/water/VDW/0950/,50000.1,0.002279954400911982
108,gaff/SM27/SM27/FEP/water/VDW/1000/,50000.1,0.0007599848003039939
109,gaff/SM27/SM27/FEP/octanol/Coulomb/0000/,354999.8,0.20268169014084508
110,gaff/SM27/SM27/FEP/octanol/Coulomb/0125/,304999.8,0.8013311475409837
111,gaff/SM27/SM27/FEP/octanol/Coulomb/0250/,305000.0,0.10530819672131149
112,gaff/SM27/SM27/FEP/octanol/Coulomb/0375/,104999.8,0.013885714285714288
113,gaff/SM27/SM27/FEP/octanol/Coulomb/0500/,104999.8,0.03665714285714286
114,gaff/SM27/SM27/FEP/octanol/Coulomb/0750/,105000.0,0.0030190476190476196
115,gaff/SM27/SM27/FEP/octanol/Coulomb/1000/,105000.0,0.002504761904761905
116,gaff/SM27/SM27/FEP/octanol/VDW/0000/,105000.0,0.016142857142857146
117,gaff/SM27/SM27/FEP/octanol/VDW/0050/,105000.0,0.020142857142857146
118,gaff/SM27/SM27/FEP/octanol/VDW/0100/,155000.0,0.04461935483870968
119,gaff/SM27/SM27/FEP/octanol/VDW/0200/,104999.8,0.017180952380952384
120,gaff/SM27/SM27/FEP/octanol/VDW/0300/,104999.8,0.01764761904761905
121,gaff/SM27/SM27/FEP/octanol/VDW/0400/,104999.8,0.003247619047619048
122,gaff/SM27/SM27/FEP/octanol/VDW/0500/,105000.0,0.005695238095238095
123,gaff/SM27/SM27/FEP/octanol/VDW/0600/,105000.0,0.013733333333333335
124,gaff/SM27/SM27/FEP/octanol/VDW/0650/,104999.8,0.01064761904761905
125,gaff/SM27/SM27/FEP/octanol/VDW/0700/,105000.0,0.02887619047619048
126,gaff/SM27/SM27/FEP/octanol/VDW/0750/,305000.0,0.1067377049180328
127,gaff/SM27/SM27/FEP/octanol/VDW/0800/,354999.8,0.09548450704225352
128,gaff/SM27/SM27/FEP/octanol/VDW/0850/,304999.8,0.04382622950819672
129,gaff/SM27/SM27/FEP/octanol/VDW/0900/,304999.8,0.043065573770491805
130,gaff/SM27/SM27/FEP/octanol/VDW/0950/,154999.8,0.03725806451612903
131,gaff/SM27/SM27/FEP/octanol/VDW/1000/,105000.0,0.009323809523809526
132,gaff/SM28/SM28/FEP/water/Coulomb/0000/,50000.1,0.4082918341633167
133,gaff/SM28/SM28/FEP/water/Coulomb/0250/,50296.5,0.13573374157504425
134,gaff/SM28/SM28/FEP/water/Coulomb/0500/,50000.1,0.24533509329813405
135,gaff/SM28/SM28/FEP/water/Coulomb/0750/,67190.5,0.20903097140986146
136,gaff/SM28/SM28/FEP/water/Coulomb/1000/,50000.1,0.09513809723805523
137,gaff/SM28/SM28/FEP/water/VDW/0000/,50000.1,0.0005199896002079958
138,gaff/SM28/SM28/FEP/water/VDW/0050/,50000.1,0.0005799884002319954
139,gaff/SM28/SM28/FEP/water/VDW/0100/,50000.1,0.0005399892002159956
140,gaff/SM28/SM28/FEP/water/VDW/0200/,50000.1,0.0006399872002559949
141,gaff/SM28/SM28/FEP/water/VDW/0300/,50000.1,0.0010599788004239915
142,gaff/SM28/SM28/FEP/water/VDW/0400/,50000.1,0.004499910001799964
143,gaff/SM28/SM28/FEP/water/VDW/0500/,50000.1,0.0030199396012079763
144,gaff/SM28/SM28/FEP/water/VDW/0600/,50000.1,0.018579628407431853
145,gaff/SM28/SM28/FEP/water/VDW/0650/,50000.1,0.01813963720725586
146,gaff/SM28/SM28/FEP/water/VDW/0700/,69257.3,0.07721851627248838
147,gaff/SM28/SM28/FEP/water/VDW/0750/,68667.7,0.1227209180404264
148,gaff/SM28/SM28/FEP/water/VDW/0800/,68749.3,0.019825454545454545
149,gaff/SM28/SM28/FEP/water/VDW/0850/,50000.1,0.024699506009879805
150,gaff/SM28/SM28/FEP/water/VDW/0900/,50000.1,0.011019779604407911
151,gaff/SM28/SM28/FEP/water/VDW/0950/,50000.1,0.005999880002399952
152,gaff/SM28/SM28/FEP/water/VDW/1000/,50000.1,0.001519969600607988
153,gaff/SM28/SM28/FEP/octanol/Coulomb/0000/,304999.8,0.5946327868852459
154,gaff/SM28/SM28/FEP/octanol/Coulomb/0125/,354999.8,0.25885633802816904
155,gaff/SM28/SM28/FEP/octanol/Coulomb/0250/,302520.0,0.17119529287319846
156,gaff/SM28/SM28/FEP/octanol/Coulomb/0375/,304999.8,0.11221967213114756
157,gaff/SM28/SM28/FEP/octanol/Coulomb/0500/,354999.8,0.3273915492957747
158,gaff/SM28/SM28/FEP/octanol/Coulomb/0750/,304999.8,0.025196721311475413
159,gaff/SM28/SM28/FEP/octanol/Coulomb/1000/,254999.8,0.022807843137254903
160,gaff/SM28/SM28/FEP/octanol/VDW/0000/,104999.8,0.022038095238095242
161,gaff/SM28/SM28/FEP/octanol/VDW/0050/,104999.8,0.01748571428571429
162,gaff/SM28/SM28/FEP/octanol/VDW/0100/,104999.8,0.006657142857142857
163,gaff/SM28/SM28/FEP/octanol/VDW/0200/,105000.0,0.00620952380952381
164,gaff/SM28/SM28/FEP/octanol/VDW/0300/,54999.8,0.015272727272727273
165,gaff/SM28/SM28/FEP/octanol/VDW/0400/,104999.8,0.008476190476190477
166,gaff/SM28/SM28/FEP/octanol/VDW/0500/,105000.0,0.00922857142857143
167,gaff/SM28/SM28/FEP/octanol/VDW/0600/,104999.8,0.01103809523809524
168,gaff/SM28/SM28/FEP/octanol/VDW/0650/,105000.0,0.02952380952380953
169,gaff/SM28/SM28/FEP/octanol/VDW/0700/,104999.8,0.024542857142857144
170,gaff/SM28/SM28/FEP/octanol/VDW/0750/,305000.0,0.09459672131147542
171,gaff/SM28/SM28/FEP/octanol/VDW/0800/,255000.0,0.031874509803921564
172,gaff/SM28/SM28/FEP/octanol/VDW/0850/,204999.8,0.020756097560975607
173,gaff/SM28/SM28/FEP/octanol/VDW/0900/,123584.0,0.026127977731745206
174,gaff/SM28/SM28/FEP/octanol/VDW/0950/,104999.8,0.03445714285714286
175,gaff/SM28/SM28/FEP/octanol/VDW/1000/,104999.8,0.01627619047619048
176,gaff/SM29/SM29/FEP/water/Coulomb/0000/,66298.1,0.3235946243533085
177,gaff/SM29/SM29/FEP/water/Coulomb/0250/,65463.3,0.0957320053770011
178,gaff/SM29/SM29/FEP/water/Coulomb/0500/,65501.3,0.08164636194314678
179,gaff/SM29/SM29/FEP/water/Coulomb/0750/,50000.1,0.03413931721365573
180,gaff/SM29/SM29/FEP/water/Coulomb/1000/,66267.7,0.04240357336874509
181,gaff/SM29/SM29/FEP/water/VDW/0000/,50000.1,0.00025999480010399797
182,gaff/SM29/SM29/FEP/water/VDW/0050/,50000.1,0.0029399412011759767
183,gaff/SM29/SM29/FEP/water/VDW/0100/,50000.1,0.0005599888002239956
184,gaff/SM29/SM29/FEP/water/VDW/0200/,50000.1,0.0028599428011439774
185,gaff/SM29/SM29/FEP/water/VDW/0300/,50000.1,0.0013199736005279894
186,gaff/SM29/SM29/FEP/water/VDW/0400/,50000.1,0.0012999740005199896
187,gaff/SM29/SM29/FEP/water/VDW/0500/,50000.1,0.0011599768004639907
188,gaff/SM29/SM29/FEP/water/VDW/0600/,50000.1,0.0013399732005359892
189,gaff/SM29/SM29/FEP/water/VDW/0650/,50000.1,0.025999480010399794
190,gaff/SM29/SM29/FEP/water/VDW/0700/,50000.1,0.16789664206715868
191,gaff/SM29/SM29/FEP/water/VDW/0750/,50000.1,0.37989240215195696
192,gaff/SM29/SM29/FEP/water/VDW/0800/,50000.1,0.07659846803063938
193,gaff/SM29/SM29/FEP/water/VDW/0850/,50000.1,0.006119877602447951
194,gaff/SM29/SM29/FEP/water/VDW/0900/,50000.1,0.017139657206855865
195,gaff/SM29/SM29/FEP/water/VDW/0950/,50000.1,0.0033799324013519733
196,gaff/SM29/SM29/FEP/water/VDW/1000/,50000.1,0.00041999160016799666
197,gaff/SM29/SM29/FEP/octanol/Coulomb/0000/,354999.8,0.6500140845070422
198,gaff/SM29/SM29/FEP/octanol/Coulomb/0125/,317962.4,0.7902491799360303
199,gaff/SM29/SM29/FEP/octanol/Coulomb/0250/,305000.0,0.3519311475409836
200,gaff/SM29/SM29/FEP/octanol/Coulomb/0375/,154999.8,0.030180645161290324
201,gaff/SM29/SM29/FEP/octanol/Coulomb/0500/,105000.0,0.01880952380952381
202,gaff/SM29/SM29/FEP/octanol/Coulomb/0750/,321214.4,0.18000716031318587
203,gaff/SM29/SM29/FEP/octanol/Coulomb/1000/,204999.8,0.04484878048780488
204,gaff/SM29/SM29/FEP/octanol/VDW/0000/,104999.8,0.006180952380952381
205,gaff/SM29/SM29/FEP/octanol/VDW/0050/,104999.8,0.01747619047619048
206,gaff/SM29/SM29/FEP/octanol/VDW/0100/,105000.0,0.0018476190476190478
207,gaff/SM29/SM29/FEP/octanol/VDW/0200/,104999.8,0.026971428571428573
208,gaff/SM29/SM29/FEP/octanol/VDW/0300/,105000.0,0.00942857142857143
209,gaff/SM29/SM29/FEP/octanol/VDW/0400/,155000.0,0.007851612903225806
210,gaff/SM29/SM29/FEP/octanol/VDW/0500/,104999.8,0.007990476190476192
211,gaff/SM29/SM29/FEP/octanol/VDW/0600/,105000.0,0.01523809523809524
212,gaff/SM29/SM29/FEP/octanol/VDW/0650/,105000.0,0.02442857142857143
213,gaff/SM29/SM29/FEP/octanol/VDW/0700/,154999.8,0.033948387096774196
214,gaff/SM29/SM29/FEP/octanol/VDW/0750/,205000.0,0.02032682926829268
215,gaff/SM29/SM29/FEP/octanol/VDW/0800/,255000.0,0.029913725490196077
216,gaff/SM29/SM29/FEP/octanol/VDW/0850/,305000.0,0.09754098360655739
217,gaff/SM29/SM29/FEP/octanol/VDW/0900/,205000.0,0.048195121951219506
218,gaff/SM29/SM29/FEP/octanol/VDW/0950/,104999.8,0.015971428571428574
219,gaff/SM29/SM29/FEP/octanol/VDW/1000/,105000.0,0.019390476190476194
220,gaff/SM30/SM30/FEP/water/Coulomb/0000/,50000.1,0.24965500689986203
221,gaff/SM30/SM30/FEP/water/Coulomb/0250/,50000.1,0.19137617247655048
222,gaff/SM30/SM30/FEP/water/Coulomb/0500/,50000.1,0.039459210815783685
223,gaff/SM30/SM30/FEP/water/Coulomb/0750/,50000.1,0.06389872202555949
224,gaff/SM30/SM30/FEP/water/Coulomb/1000/,50000.1,0.03045939081218376
225,gaff/SM30/SM30/FEP/water/VDW/0000/,50000.1,0.00015999680006399873
226,gaff/SM30/SM30/FEP/water/VDW/0050/,50000.1,0.0021999560008799826
227,gaff/SM30/SM30/FEP/water/VDW/0100/,50000.1,0.002679946401071979
228,gaff/SM30/SM30/FEP/water/VDW/0200/,50000.1,0.000879982400351993
229,gaff/SM30/SM30/FEP/water/VDW/0300/,50000.1,0.002139957200855983
230,gaff/SM30/SM30/FEP/water/VDW/0400/,50000.1,0.005799884002319953
231,gaff/SM30/SM30/FEP/water/VDW/0500/,50000.1,0.003439931201375973
232,gaff/SM30/SM30/FEP/water/VDW/0600/,50000.1,0.01659966800663987
233,gaff/SM30/SM30/FEP/water/VDW/0650/,50000.1,0.017299654006919865
234,gaff/SM30/SM30/FEP/water/VDW/0700/,50000.1,0.02905941881162377
235,gaff/SM30/SM30/FEP/water/VDW/0750/,50000.1,0.3634727305453891
236,gaff/SM30/SM30/FEP/water/VDW/0800/,50000.1,0.07641847163056739
237,gaff/SM30/SM30/FEP/water/VDW/0850/,50000.1,0.058218835623287536
238,gaff/SM30/SM30/FEP/water/VDW/0900/,50000.1,0.007679846403071938
239,gaff/SM30/SM30/FEP/water/VDW/0950/,50000.1,0.0038599228015439697
240,gaff/SM30/SM30/FEP/water/VDW/1000/,50000.1,0.0024399512009759807
241,gaff/SM30/SM30/FEP/octanol/Coulomb/0000/,355000.0,0.5468845070422536
242,gaff/SM30/SM30/FEP/octanol/Coulomb/0125/,301849.0,0.36718359179589793
243,gaff/SM30/SM30/FEP/octanol/Coulomb/0250/,355000.0,0.07538028169014084
244,gaff/SM30/SM30/FEP/octanol/Coulomb/0375/,277883.8,0.25838479365490635
245,gaff/SM30/SM30/FEP/octanol/Coulomb/0500/,104999.8,0.03597142857142857
246,gaff/SM30/SM30/FEP/octanol/Coulomb/0750/,105000.0,0.03400952380952381
247,gaff/SM30/SM30/FEP/octanol/Coulomb/1000/,104999.8,0.019885714285714288
248,gaff/SM30/SM30/FEP/octanol/VDW/0000/,105000.0,0.028542857142857148
249,gaff/SM30/SM30/FEP/octanol/VDW/0050/,55000.0,0.03654545454545455
250,gaff/SM30/SM30/FEP/octanol/VDW/0100/,105000.0,0.029428571428571432
251,gaff/SM30/SM30/FEP/octanol/VDW/0200/,104999.8,0.017790476190476193
252,gaff/SM30/SM30/FEP/octanol/VDW/0300/,54999.8,0.041600000000000005
253,gaff/SM30/SM30/FEP/octanol/VDW/0400/,105000.0,0.01822857142857143
254,gaff/SM30/SM30/FEP/octanol/VDW/0500/,105000.0,0.033428571428571426
255,gaff/SM30/SM30/FEP/octanol/VDW/0600/,105000.0,0.04064761904761905
256,gaff/SM30/SM30/FEP/octanol/VDW/0650/,155000.0,0.03851612903225807
257,gaff/SM30/SM30/FEP/octanol/VDW/0700/,155000.0,0.014716129032258064
258,gaff/SM30/SM30/FEP/octanol/VDW/0750/,205000.0,0.03904878048780488
259,gaff/SM30/SM30/FEP/octanol/VDW/0800/,354999.8,0.12060845070422535
260,gaff/SM30/SM30/FEP/octanol/VDW/0850/,305000.0,0.3947311475409836
261,gaff/SM30/SM30/FEP/octanol/VDW/0900/,355000.0,0.0823718309859155
262,gaff/SM30/SM30/FEP/octanol/VDW/0950/,304635.3,0.04597289880381832
263,gaff/SM30/SM30/FEP/octanol/VDW/1000/,105000.0,0.021704761904761907
264,gaff/SM31/SM31/FEP/water/Coulomb/0000/,50000.1,0.18057638847223056
265,gaff/SM31/SM31/FEP/water/Coulomb/0250/,50000.1,0.13435731285374294
266,gaff/SM31/SM31/FEP/water/Coulomb/0500/,50000.1,0.042599148017039665
267,gaff/SM31/SM31/FEP/water/Coulomb/0750/,50000.1,0.009159816803663927
268,gaff/SM31/SM31/FEP/water/Coulomb/1000/,50000.1,0.0072198556028879425
269,gaff/SM31/SM31/FEP/water/VDW/0000/,50000.1,0.0012799744005119898
270,gaff/SM31/SM31/FEP/water/VDW/0050/,50000.1,0.0011999760004799903
271,gaff/SM31/SM31/FEP/water/VDW/0100/,50000.1,0.000879982400351993
272,gaff/SM31/SM31/FEP/water/VDW/0200/,50000.1,0.0023599528009439815
273,gaff/SM31/SM31/FEP/water/VDW/0300/,50000.1,0.0007799844003119938
274,gaff/SM31/SM31/FEP/water/VDW/0400/,50000.1,0.001359972800543989
275,gaff/SM31/SM31/FEP/water/VDW/0500/,50000.1,0.0014199716005679887
276,gaff/SM31/SM31/FEP/water/VDW/0600/,50000.1,0.06861862762744744
277,gaff/SM31/SM31/FEP/water/VDW/0650/,50000.1,0.020639587208255837
278,gaff/SM31/SM31/FEP/water/VDW/0700/,50000.1,0.09239815203695925
279,gaff/SM31/SM31/FEP/water/VDW/0750/,50000.1,0.02271954560908782
280,gaff/SM31/SM31/FEP/water/VDW/0800/,50000.1,0.04193916121677567
281,gaff/SM31/SM31/FEP/water/VDW/0850/,50000.1,0.015879682406351875
282,gaff/SM31/SM31/FEP/water/VDW/0900/,50000.1,0.005779884402311954
283,gaff/SM31/SM31/FEP/water/VDW/0950/,50000.1,0.0014199716005679887
284,gaff/SM31/SM31/FEP/water/VDW/1000/,50000.1,0.0014399712005759885
285,gaff/SM31/SM31/FEP/octanol/Coulomb/0000/,304585.3,0.05212977615517456
286,gaff/SM31/SM31/FEP/octanol/Coulomb/0125/,292586.9,0.1485199274062074
287,gaff/SM31/SM31/FEP/octanol/Coulomb/0250/,304999.8,0.1338360655737705
288,gaff/SM31/SM31/FEP/octanol/Coulomb/0375/,304999.8,0.17864590163934427
289,gaff/SM31/SM31/FEP/octanol/Coulomb/0500/,254999.8,0.04715686274509803
290,gaff/SM31/SM31/FEP/octanol/Coulomb/0750/,105000.0,0.020590476190476194
291,gaff/SM31/SM31/FEP/octanol/Coulomb/1000/,155000.0,0.03286451612903226
292,gaff/SM31/SM31/FEP/octanol/VDW/0000/,54999.8,0.014454545454545454
293,gaff/SM31/SM31/FEP/octanol/VDW/0050/,55000.0,0.03734545454545455
294,gaff/SM31/SM31/FEP/octanol/VDW/0100/,104999.8,0.0044476190476190475
295,gaff/SM31/SM31/FEP/octanol/VDW/0200/,54999.8,0.043000000000000003
296,gaff/SM31/SM31/FEP/octanol/VDW/0300/,105000.0,0.047895238095238095
297,gaff/SM31/SM31/FEP/octanol/VDW/0400/,55000.0,0.010836363636363637
298,gaff/SM31/SM31/FEP/octanol/VDW/0500/,105000.0,0.015885714285714288
299,gaff/SM31/SM31/FEP/octanol/VDW/0600/,55000.0,0.048400000000000006
300,gaff/SM31/SM31/FEP/octanol/VDW/0650/,55000.0,0.04336363636363637
301,gaff/SM31/SM31/FEP/octanol/VDW/0700/,201563.6,0.04028993272608204
302,gaff/SM31/SM31/FEP/octanol/VDW/0750/,105000.0,0.04910476190476191
303,gaff/SM31/SM31/FEP/octanol/VDW/0800/,354999.8,0.13319154929577467
304,gaff/SM31/SM31/FEP/octanol/VDW/0850/,404999.8,0.12792345679012346
305,gaff/SM31/SM31/FEP/octanol/VDW/0900/,355000.0,0.09616338028169014
306,gaff/SM31/SM31/FEP/octanol/VDW/0950/,105000.0,0.030342857142857147
307,gaff/SM31/SM31/FEP/octanol/VDW/1000/,104999.8,0.009152380952380954
308,gaff/SM32/SM32/FEP/water/Coulomb/0000/,50000.1,0.3354332913341733
309,gaff/SM32/SM32/FEP/water/Coulomb/0250/,50000.1,0.14453710925781485
310,gaff/SM32/SM32/FEP/water/Coulomb/0500/,50000.1,0.07119857602847943
311,gaff/SM32/SM32/FEP/water/Coulomb/0750/,50000.1,0.27843443131137374
312,gaff/SM32/SM32/FEP/water/Coulomb/1000/,50000.1,0.23697526049479012
313,gaff/SM32/SM32/FEP/water/VDW/0000/,50000.1,0.0001999960000799984
314,gaff/SM32/SM32/FEP/water/VDW/0050/,50000.1,0.003959920801583968
315,gaff/SM32/SM32/FEP/water/VDW/0100/,50000.1,0.00043999120017599653
316,gaff/SM32/SM32/FEP/water/VDW/0200/,50000.1,0.0005599888002239956
317,gaff/SM32/SM32/FEP/water/VDW/0300/,50000.1,0.002159956800863983
318,gaff/SM32/SM32/FEP/water/VDW/0400/,50000.1,0.0030799384012319755
