,simulation,time,R_c
1214,oplsaa/refCMC26/refCMC26/FEP/water/Coulomb/0750,50000,0.0007
1215,oplsaa/refCMC26/refCMC26/FEP/water/Coulomb/1000,50000,0.0012
1216,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0000,50000,0.0006
1217,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0050,50000,0.0051
1218,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0100,50000,0.0011
1219,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0200,50000,0.0047
1220,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0300,50000,0.0053
1221,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0400,50000,0.0009
1222,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0500,50000,0.0053
1223,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0600,50000,0.0145
1224,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0650,50000,0.0207
1225,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0700,150000,0.0367
1226,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0750,50000,0.0394
1227,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0800,100000,0.0119
1228,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0850,50000,0.0224
1229,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0900,50000,0.0151
1230,oplsaa/refCMC26/refCMC26/FEP/water/VDW/0950,50000,0.009
1231,oplsaa/refCMC26/refCMC26/FEP/water/VDW/1000,50000,0.0014
1232,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0000,381857,0.0307
1233,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0125,1063672,0.1048
1234,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0250,1074031,0.0912
1235,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0375,297383,0.0282
1236,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0500,215782,0.0494
1237,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/0750,50000,0.0249
1238,oplsaa/refJMC11/refJMC11/FEP/octanol/Coulomb/1000,50000,0.0069
1239,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0000,50000,0.0207
1240,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0050,50000,0.017
1241,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0100,50000,0.0146
1242,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0200,50000,0.0245
1243,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0300,50000,0.0386
1244,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0400,50000,0.0332
1245,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0500,143200,0.0181
1246,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0600,140862,0.0206
1247,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0650,50000,0.0404
1248,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0700,140886,0.0142
1249,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0750,405795,0.0355
1250,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0800,230404,0.0357
1251,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0850,229399,0.0309
1252,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0900,227261,0.0389
1253,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/0950,50000,0.0133
1254,oplsaa/refJMC11/refJMC11/FEP/octanol/VDW/1000,50000,0.0404
1255,oplsaa/refJMC11/refJMC11/FEP/water/Coulomb/0000,50000,0.0072
1256,oplsaa/refJMC11/refJMC11/FEP/water/Coulomb/0250,50000,0.0041
1257,oplsaa/refJMC11/refJMC11/FEP/water/Coulomb/0500,50000,0.0162
1258,oplsaa/refJMC11/refJMC11/FEP/water/Coulomb/0750,50000,0.0095
1259,oplsaa/refJMC11/refJMC11/FEP/water/Coulomb/1000,50000,0.0121
1260,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0000,50000,0.003
1261,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0050,50000,0.0008
1262,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0100,50000,0.0012
1263,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0200,50000,0.0034
1264,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0300,50000,0.0025
1265,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0400,50000,0.0056
1266,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0500,50000,0.0047
1267,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0600,50000,0.0219
1268,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0650,50000,0.0154
1269,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0700,100000,0.0302
1270,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0750,70792,0.0151
1271,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0800,50000,0.0397
1272,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0850,50000,0.0066
1273,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0900,50000,0.0047
1274,oplsaa/refJMC11/refJMC11/FEP/water/VDW/0950,50000,0.0025
1275,oplsaa/refJMC11/refJMC11/FEP/water/VDW/1000,50000,0.0009
1276,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0000,1059137,0.8103
1277,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0125,1036705,0.2554
1278,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0250,1016696,0.7415
1279,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0375,1066518,0.1478
1280,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0500,1083562,0.278
1281,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/0750,50000,0.0447
1282,oplsaa/refJMC12/refJMC12/FEP/octanol/Coulomb/1000,50000,0.0007
1283,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0000,239942,0.0264
1284,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0050,143700,0.0054
1285,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0100,144222,0.0142
1286,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0200,143423,0.0413
1287,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0300,50000,0.0252
1288,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0400,50000,0.0109
1289,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0500,50000,0.009
1290,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0600,143197,0.0079
1291,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0650,50000,0.0266
1292,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0700,143594,0.0393
1293,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0750,405550,0.0437
1294,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0800,404517,0.0374
1295,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0850,321267,0.0447
1296,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0900,490689,0.0449
1297,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/0950,229921,0.0429
1298,oplsaa/refJMC12/refJMC12/FEP/octanol/VDW/1000,50000,0.0363
1299,oplsaa/refJMC12/refJMC12/FEP/water/Coulomb/0000,50000,0.0491
1300,oplsaa/refJMC12/refJMC12/FEP/water/Coulomb/0250,169000,0.0369
1301,oplsaa/refJMC12/refJMC12/FEP/water/Coulomb/0500,1100000,0.349
1302,oplsaa/refJMC12/refJMC12/FEP/water/Coulomb/0750,101760,0.0391
1303,oplsaa/refJMC12/refJMC12/FEP/water/Coulomb/1000,150000,0.0403
1304,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0000,50000,0.0002
1305,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0050,50000,0.0022
1306,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0100,50000,0.0002
1307,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0200,50000,0.0012
1308,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0300,50000,0.0009
1309,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0400,50000,0.0041
1310,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0500,50000,0.0087
1311,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0600,50000,0.0049
1312,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0650,50000,0.0078
1313,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0700,100000,0.0082
1314,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0750,100000,0.0418
1315,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0800,250000,0.0465
1316,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0850,50000,0.0107
1317,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0900,50000,0.0052
1318,oplsaa/refJMC12/refJMC12/FEP/water/VDW/0950,50000,0.0066
1319,oplsaa/refJMC12/refJMC12/FEP/water/VDW/1000,50000,0.001
1320,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0000,1063802,0.3847
1321,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0125,1041358,0.8019
1322,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0250,206726,0.0224
1323,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0375,1011774,0.4319
1324,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0500,825902,0.0243
1325,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/0750,204906,0.021
1326,oplsaa/refJMC13/refJMC13/FEP/octanol/Coulomb/1000,50000,0.0051
1327,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0000,50000,0.0071
1328,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0050,50000,0.0277
1329,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0100,140550,0.0275
1330,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0200,50000,0.0345
1331,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0300,50000,0.0122
1332,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0400,50000,0.0172
1333,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0500,50000,0.0282
1334,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0600,137246,0.0093
1335,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0650,137254,0.0097
1336,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0700,135257,0.0105
1337,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0750,310805,0.0267
1338,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0800,700815,0.0483
1339,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0850,511203,0.0428
1340,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0900,370369,0.0447
1341,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/0950,218895,0.0314
1342,oplsaa/refJMC13/refJMC13/FEP/octanol/VDW/1000,50000,0.0152
1343,oplsaa/refJMC13/refJMC13/FEP/water/Coulomb/0000,150000,0.0489
1344,oplsaa/refJMC13/refJMC13/FEP/water/Coulomb/0250,50000,0.0045
1345,oplsaa/refJMC13/refJMC13/FEP/water/Coulomb/0500,50000,0.0018
1346,oplsaa/refJMC13/refJMC13/FEP/water/Coulomb/0750,200000,0.0258
1347,oplsaa/refJMC13/refJMC13/FEP/water/Coulomb/1000,50000,0.001
1348,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0000,50000,0.0033
1349,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0050,50000,0.0065
1350,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0100,50000,0.0005
1351,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0200,50000,0.0012
1352,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0300,50000,0.0013
1353,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0400,50000,0.0055
1354,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0500,50000,0.0036
1355,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0600,50000,0.0047
1356,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0650,50000,0.031
1357,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0700,200000,0.0295
1358,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0750,100000,0.0397
1359,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0800,50000,0.0331
1360,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0850,50000,0.0362
1361,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0900,50000,0.0055
1362,oplsaa/refJMC13/refJMC13/FEP/water/VDW/0950,50000,0.008
1363,oplsaa/refJMC13/refJMC13/FEP/water/VDW/1000,50000,0.0011
1364,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0000,1026557,0.1063
1365,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0125,822298,0.0438
1366,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0250,1031733,0.1691
1367,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0375,881091,0.0461
1368,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0500,968987,0.0486
1369,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/0750,1034679,0.0531
1370,oplsaa/refJMC14/refJMC14/FEP/octanol/Coulomb/1000,231745,0.0365
1371,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0000,50000,0.0247
1372,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0050,50000,0.0477
1373,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0100,50000,0.0248
1374,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0200,50000,0.0064
1375,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0300,50000,0.0449
1376,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0400,145980,0.0251
1377,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0500,50000,0.0178
1378,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0600,146765,0.031
1379,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0650,50000,0.0405
1380,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0700,240567,0.0045
1381,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0750,145195,0.0325
1382,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0800,239690,0.0311
1383,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0850,784386,0.0187
1384,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0900,142572,0.0284
1385,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/0950,50000,0.0113
1386,oplsaa/refJMC14/refJMC14/FEP/octanol/VDW/1000,50000,0.0254
1387,oplsaa/refJMC14/refJMC14/FEP/water/Coulomb/0000,50000,0.0047
1388,oplsaa/refJMC14/refJMC14/FEP/water/Coulomb/0250,50000,0.003
1389,oplsaa/refJMC14/refJMC14/FEP/water/Coulomb/0500,50000,0.0016
1390,oplsaa/refJMC14/refJMC14/FEP/water/Coulomb/0750,50000,0.0041
1391,oplsaa/refJMC14/refJMC14/FEP/water/Coulomb/1000,50000,0.0001
1392,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0000,50000,0.0012
1393,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0050,50000,0.0007
1394,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0100,50000,0.0009
1395,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0200,50000,0.0028
1396,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0300,50000,0.0043
1397,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0400,50000,0.001
1398,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0500,50000,0.0042
1399,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0600,50000,0.0059
1400,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0650,50000,0.0301
1401,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0700,50000,0.0448
1402,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0750,50000,0.0348
1403,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0800,50000,0.0382
1404,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0850,50000,0.0341
1405,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0900,50000,0.0012
1406,oplsaa/refJMC14/refJMC14/FEP/water/VDW/0950,50000,0.0035
1407,oplsaa/refJMC14/refJMC14/FEP/water/VDW/1000,50000,0.0014
1408,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0000,1029298,0.1152
1409,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0125,433710,0.0218
1410,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0250,185601,0.0447
1411,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0375,615242,0.0399
1412,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0500,338464,0.0377
1413,oplsaa/SM25/SM25/FEP/octanol/Coulomb/0750,170710,0.0342
1414,oplsaa/SM25/SM25/FEP/octanol/Coulomb/1000,453038,0.0162
1415,oplsaa/SM25/SM25/FEP/octanol/VDW/0000,204201,0.0109
1416,oplsaa/SM25/SM25/FEP/octanol/VDW/0050,202409,0.0042
1417,oplsaa/SM25/SM25/FEP/octanol/VDW/0100,50000,0.0469
1418,oplsaa/SM25/SM25/FEP/octanol/VDW/0200,203390,0.0073
1419,oplsaa/SM25/SM25/FEP/octanol/VDW/0300,185549,0.042
1420,oplsaa/SM25/SM25/FEP/octanol/VDW/0400,50000,0.0325
1421,oplsaa/SM25/SM25/FEP/octanol/VDW/0500,175550,0.0312
1422,oplsaa/SM25/SM25/FEP/octanol/VDW/0600,50000,0.0372
1423,oplsaa/SM25/SM25/FEP/octanol/VDW/0650,180702,0.0227
1424,oplsaa/SM25/SM25/FEP/octanol/VDW/0700,277980,0.0402
1425,oplsaa/SM25/SM25/FEP/octanol/VDW/0750,373738,0.0228
1426,oplsaa/SM25/SM25/FEP/octanol/VDW/0800,524868,0.0437
1427,oplsaa/SM25/SM25/FEP/octanol/VDW/0850,363935,0.0424
1428,oplsaa/SM25/SM25/FEP/octanol/VDW/0900,173569,0.0372
1429,oplsaa/SM25/SM25/FEP/octanol/VDW/0950,184962,0.0063
1430,oplsaa/SM25/SM25/FEP/octanol/VDW/1000,50000,0.0209
1431,oplsaa/SM25/SM25/FEP/water/Coulomb/0000,150000,0.0106
1432,oplsaa/SM25/SM25/FEP/water/Coulomb/0250,50000,0.0311
1433,oplsaa/SM25/SM25/FEP/water/Coulomb/0500,100000,0.0382
1434,oplsaa/SM25/SM25/FEP/water/Coulomb/0750,50000,0.0038
1435,oplsaa/SM25/SM25/FEP/water/Coulomb/1000,50000,0.0007
1436,oplsaa/SM25/SM25/FEP/water/VDW/0000,50000,0.0003
1437,oplsaa/SM25/SM25/FEP/water/VDW/0050,50000,0.0003
1438,oplsaa/SM25/SM25/FEP/water/VDW/0100,50000,0.0047
1439,oplsaa/SM25/SM25/FEP/water/VDW/0200,50000,0.0053
1440,oplsaa/SM25/SM25/FEP/water/VDW/0300,50000,0.0055
1441,oplsaa/SM25/SM25/FEP/water/VDW/0400,50000,0.0063
1442,oplsaa/SM25/SM25/FEP/water/VDW/0500,50000,0.0213
1443,oplsaa/SM25/SM25/FEP/water/VDW/0600,50000,0.0047
1444,oplsaa/SM25/SM25/FEP/water/VDW/0650,350000,0.0364
1445,oplsaa/SM25/SM25/FEP/water/VDW/0700,150000,0.0301
1446,oplsaa/SM25/SM25/FEP/water/VDW/0750,200000,0.02
1447,oplsaa/SM25/SM25/FEP/water/VDW/0800,100000,0.0461
1448,oplsaa/SM25/SM25/FEP/water/VDW/0850,100000,0.0333
1449,oplsaa/SM25/SM25/FEP/water/VDW/0900,50000,0.0052
1450,oplsaa/SM25/SM25/FEP/water/VDW/0950,50000,0.0016
1451,oplsaa/SM25/SM25/FEP/water/VDW/1000,50000,0.0031
1452,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0000,799627,0.0498
1453,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0125,1074391,0.0876
1454,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0250,812335,0.0371
1455,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0375,1039064,0.0898
1456,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0500,240491,0.0287
1457,oplsaa/SM26/SM26/FEP/octanol/Coulomb/0750,539590,0.0435
1458,oplsaa/SM26/SM26/FEP/octanol/Coulomb/1000,50000,0.0342
1459,oplsaa/SM26/SM26/FEP/octanol/VDW/0000,50000,0.021
1460,oplsaa/SM26/SM26/FEP/octanol/VDW/0050,240870,0.0024
1461,oplsaa/SM26/SM26/FEP/octanol/VDW/0100,218999,0.0296
1462,oplsaa/SM26/SM26/FEP/octanol/VDW/0200,50000,0.0365
1463,oplsaa/SM26/SM26/FEP/octanol/VDW/0300,50000,0.0458
1464,oplsaa/SM26/SM26/FEP/octanol/VDW/0400,50000,0.0419
1465,oplsaa/SM26/SM26/FEP/octanol/VDW/0500,50000,0.0342
1466,oplsaa/SM26/SM26/FEP/octanol/VDW/0600,220634,0.0238
1467,oplsaa/SM26/SM26/FEP/octanol/VDW/0650,217118,0.017
1468,oplsaa/SM26/SM26/FEP/octanol/VDW/0700,212212,0.0345
1469,oplsaa/SM26/SM26/FEP/octanol/VDW/0750,213999,0.0326
1470,oplsaa/SM26/SM26/FEP/octanol/VDW/0800,194230,0.0409
1471,oplsaa/SM26/SM26/FEP/octanol/VDW/0850,450048,0.0415
1472,oplsaa/SM26/SM26/FEP/octanol/VDW/0900,192896,0.0245
1473,oplsaa/SM26/SM26/FEP/octanol/VDW/0950,189682,0.006
1474,oplsaa/SM26/SM26/FEP/octanol/VDW/1000,50000,0.0077
1475,oplsaa/SM26/SM26/FEP/water/Coulomb/0000,50000,0.0052
1476,oplsaa/SM26/SM26/FEP/water/Coulomb/0250,50000,0.0026
1477,oplsaa/SM26/SM26/FEP/water/Coulomb/0500,50000,0.0044
1478,oplsaa/SM26/SM26/FEP/water/Coulomb/0750,50000,0.0009
1479,oplsaa/SM26/SM26/FEP/water/Coulomb/1000,50000,0.0007
1480,oplsaa/SM26/SM26/FEP/water/VDW/0000,50000,0.0036
1481,oplsaa/SM26/SM26/FEP/water/VDW/0050,50000,0.0004
1482,oplsaa/SM26/SM26/FEP/water/VDW/0100,50000,0.001
1483,oplsaa/SM26/SM26/FEP/water/VDW/0200,50000,0.0033
1484,oplsaa/SM26/SM26/FEP/water/VDW/0300,50000,0.0014
1485,oplsaa/SM26/SM26/FEP/water/VDW/0400,50000,0.0058
1486,oplsaa/SM26/SM26/FEP/water/VDW/0500,50000,0.0157
1487,oplsaa/SM26/SM26/FEP/water/VDW/0600,50000,0.0078
1488,oplsaa/SM26/SM26/FEP/water/VDW/0650,100000,0.0205
1489,oplsaa/SM26/SM26/FEP/water/VDW/0700,98402,0.0117
1490,oplsaa/SM26/SM26/FEP/water/VDW/0750,100000,0.026
1491,oplsaa/SM26/SM26/FEP/water/VDW/0800,50000,0.0362
1492,oplsaa/SM26/SM26/FEP/water/VDW/0850,50000,0.0061
1493,oplsaa/SM26/SM26/FEP/water/VDW/0900,50000,0.004
1494,oplsaa/SM26/SM26/FEP/water/VDW/0950,50000,0.011
1495,oplsaa/SM26/SM26/FEP/water/VDW/1000,50000,0.0008
1496,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0000,527864,0.0491
1497,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0125,1018074,0.1311
1498,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0250,516409,0.0227
1499,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0375,501786,0.0465
1500,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0500,1025184,0.1447
1501,oplsaa/SM27/SM27/FEP/octanol/Coulomb/0750,50000,0.026
1502,oplsaa/SM27/SM27/FEP/octanol/Coulomb/1000,199667,0.0002
1503,oplsaa/SM27/SM27/FEP/octanol/VDW/0000,50000,0.0154
1504,oplsaa/SM27/SM27/FEP/octanol/VDW/0050,50000,0.0141
1505,oplsaa/SM27/SM27/FEP/octanol/VDW/0100,216405,0.0052
1506,oplsaa/SM27/SM27/FEP/octanol/VDW/0200,213742,0.0048
1507,oplsaa/SM27/SM27/FEP/octanol/VDW/0300,50000,0.0158
1508,oplsaa/SM27/SM27/FEP/octanol/VDW/0400,215129,0.0015
1509,oplsaa/SM27/SM27/FEP/octanol/VDW/0500,50000,0.0398
1510,oplsaa/SM27/SM27/FEP/octanol/VDW/0600,211250,0.0102
1511,oplsaa/SM27/SM27/FEP/octanol/VDW/0650,50000,0.0357
1512,oplsaa/SM27/SM27/FEP/octanol/VDW/0700,50000,0.0364
1513,oplsaa/SM27/SM27/FEP/octanol/VDW/0750,296842,0.0165
1514,oplsaa/SM27/SM27/FEP/octanol/VDW/0800,208933,0.0477
1515,oplsaa/SM27/SM27/FEP/octanol/VDW/0850,555410,0.0408
1516,oplsaa/SM27/SM27/FEP/octanol/VDW/0900,205521,0.035
1517,oplsaa/SM27/SM27/FEP/octanol/VDW/0950,206330,0.0095
